"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
13,4.2,4.2,95.8,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","95,8 Prozent der Stimmbürgerinnen und Stimmbürger von Stallikon haben sich gegen das Bundesgesetz über die Stempelabgaben ausgesprochen. Stallikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Stallikon s'oppose à une suppression du droit de timbre. La commune a dit non à 95,8 pour cent au projet soutenu par le Conseil fédéral et le Parlement. Stallikon a refusé le texte, contrairement à son canton.","NA NA"
14,93.6,93.6,6.4,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Mit 93,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Wettswil am Albis das Bundesgesetz über die Stempelabgaben angenommen. Wettswil am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","La commune de Wettswil am Albis ne veut plus du droit de timbre. Elle a accepté de l'abolir par 93,6 pour cent des voix. Wettswil am Albis a approuvé le projet, tout comme son canton.","NA NA"
21,38.2,38.2,61.8,"Adlikon ZH","Adlikon (ZH)","Adlikon ZH","In Adlikon hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 61,8 Prozent haben die Vorlage abgelehnt. Adlikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La commune d'Adlikon a rejeté par 61,8 pour cent des voix le projet de suppression du droit de timbre. Adlikon a refusé le texte, contrairement à son canton.","NA NA"
22,71.6,71.6,28.4,"Benken ZH","Benken (ZH)","Benken ZH","Benken ZH hat das Bundesgesetz über die Stempelabgaben angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 71,6 Prozent zu. Benken ZH hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Benken (ZH), les habitants ont soutenu avec 71,6 pour cent des voix la modification de la loi fédérale sur le droit de timbre. Benken (ZH) a approuvé le projet, tout comme son canton.","NA NA"
23,33.9,33.9,66.1,"Berg am Irchel ZH","Berg am Irchel (ZH)","Berg am Irchel ZH","In Berg am Irchel ist das Bundesgesetz über die Stempelabgaben mit 66,1 Prozent gescheitert. Berg am Irchel hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Non à l'abolition du droit de timbre à Berg am Irchel: la commune a rejeté avec 66,1 pour cent des voix le projet soumis aux urnes ce dimanche. Berg am Irchel a refusé le texte, contrairement à son canton.","NA NA"
24,26.9,26.9,73.1,"Buch am Irchel ZH","Buch am Irchel (ZH)","Buch am Irchel ZH","In Buch am Irchel hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 73,1 Prozent haben die Vorlage abgelehnt. Buch am Irchel hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La commune de Buch am Irchel a rejeté par 73,1 pour cent des voix le projet de suppression du droit de timbre. Buch am Irchel a refusé le texte, contrairement à son canton.","NA NA"
25,61.8,61.8,38.2,"Dachsen ZH","Dachsen (ZH)","Dachsen ZH","Ja zum Bundesgesetz über die Stempelabgaben in Dachsen. Die Gemeinde hat das Bundesgesetz über die Stempelabgaben mit 61,8 Prozent der Stimmen angenommen. Dachsen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Dachsen disent oui à la suppression du droit de timbre avec 61,8 pour cent des voix. Dachsen a approuvé le projet, tout comme son canton.","NA NA"
26,28.5,28.5,71.5,"Dorf ZH","Dorf (ZH)","Dorf ZH","Mit 8'329 Nein zu 3'318 Ja haben die Stimmbürgerinnen und Stimmbürger von Dorf das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 71,5 Prozent. Dorf hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Dorf, c'est non à 71,5 pour cent à l'abandon du droit de timbre. Dorf a refusé le texte, contrairement à son canton.","NA NA"
27,42.4,42.4,57.6,"Feuerthalen ZH","Feuerthalen (ZH)","Feuerthalen ZH","In Feuerthalen ist das Bundesgesetz über die Stempelabgaben mit 57,6 Prozent gescheitert. Feuerthalen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Non à l'abolition du droit de timbre à Feuerthalen: la commune a rejeté avec 57,6 pour cent des voix le projet soumis aux urnes ce dimanche. Feuerthalen a refusé le texte, contrairement à son canton.","NA NA"
28,31,31,69,"Flaach ZH","Flaach (ZH)","Flaach ZH","Flaach ist gegen das Bundesgesetz über die Stempelabgaben: Die Gemeinde hat die Vorlage mit 69 Prozent Nein verworfen. Flaach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les citoyens de Flaach refusent d'abandonner le droit de timbre. Ils ont rejeté la modification de la loi par 69 pour cent des voix. Flaach a refusé le texte, contrairement à son canton.","NA NA"
29,52.2,52.2,47.8,"Flurlingen ZH","Flurlingen (ZH)","Flurlingen ZH","52,2 Prozent der Stimmbürgerinnen und Stimmbürger in Flurlingen haben Ja gesagt zum Bundesgesetz über die Stempelabgaben. Flurlingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Flurlingen valident avec 52,2 pour cent de oui l'abolition du droit de timbre d'émission. Flurlingen a approuvé le projet, tout comme son canton.","NA NA"
30,86.3,86.3,13.7,"Andelfingen ZH","Andelfingen (ZH)","Andelfingen ZH","Mit 6'841 Ja zu 1'088 Nein hat sich Andelfingen für das Bundesgesetz über die Stempelabgaben ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 86,3 Prozent. Andelfingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Pour les habitants d'Andelfingen, le droit de timbre sur le capital n'a plus lieu d'être. Ils ont voté à 86,3 pour cent en faveur de son abolition. Andelfingen a approuvé le projet, tout comme son canton.","NA NA"
31,74,74,26,"Henggart ZH","Henggart (ZH)","Henggart ZH","74 Prozent der Stimmbürgerinnen und Stimmbürger in Henggart haben Ja gesagt zum Bundesgesetz über die Stempelabgaben. Henggart hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Henggart valident avec 74 pour cent de oui l'abolition du droit de timbre d'émission. Henggart a approuvé le projet, tout comme son canton.","NA NA"
32,26.6,26.6,73.4,"Humlikon ZH","Humlikon (ZH)","Humlikon ZH","In Humlikon hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 73,4 Prozent haben die Vorlage abgelehnt. Humlikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La commune de Humlikon a rejeté par 73,4 pour cent des voix le projet de suppression du droit de timbre. Humlikon a refusé le texte, contrairement à son canton.","NA NA"
33,90.5,90.5,9.5,"Kleinandelfingen ZH","Kleinandelfingen (ZH)","Kleinandelfingen ZH","Mit 6'065 Ja zu 639 Nein hat sich Kleinandelfingen für das Bundesgesetz über die Stempelabgaben ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 90,5 Prozent. Kleinandelfingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Pour les habitants de Kleinandelfingen, le droit de timbre sur le capital n'a plus lieu d'être. Ils ont voté à 90,5 pour cent en faveur de son abolition. Kleinandelfingen a approuvé le projet, tout comme son canton.","NA NA"
34,41.5,41.5,58.5,"Laufen-Uhwiesen ZH","Laufen-Uhwiesen (ZH)","Laufen-Uhwiesen ZH","In Laufen-Uhwiesen ist das Bundesgesetz über die Stempelabgaben mit 58,5 Prozent gescheitert. Laufen-Uhwiesen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Non à l'abolition du droit de timbre à Laufen-Uhwiesen: la commune a rejeté avec 58,5 pour cent des voix le projet soumis aux urnes ce dimanche. Laufen-Uhwiesen a refusé le texte, contrairement à son canton.","NA NA"
35,57.7,57.7,42.3,"Marthalen ZH","Marthalen (ZH)","Marthalen ZH","Mit 3'242 Ja zu 2'381 Nein hat sich Marthalen für das Bundesgesetz über die Stempelabgaben ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 57,7 Prozent. Marthalen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Pour les habitants de Marthalen, le droit de timbre sur le capital n'a plus lieu d'être. Ils ont voté à 57,7 pour cent en faveur de son abolition. Marthalen a approuvé le projet, tout comme son canton.","NA NA"
37,3.1,3.1,96.9,"Ossingen ZH","Ossingen (ZH)","Ossingen ZH","Ossingen hat das Bundesgesetz über die Stempelabgaben mit 96,9 Prozent Nein-Stimmen verworfen. Ossingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Ossingen a refusé par 96,9 pour cent des voix de renoncer au droit de timbre d'émission. Ossingen a refusé le texte, contrairement à son canton.","NA NA"
38,93.7,93.7,6.3,"Rheinau ZH","Rheinau (ZH)","Rheinau ZH","Mit 93,7 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Rheinau das Bundesgesetz über die Stempelabgaben angenommen. Rheinau hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","La commune de Rheinau ne veut plus du droit de timbre. Elle a accepté de l'abolir par 93,7 pour cent des voix. Rheinau a approuvé le projet, tout comme son canton.","NA NA"
39,39.4,39.4,60.6,"Thalheim an der Thur ZH","Thalheim an der Thur (ZH)","Thalheim an der Thur ZH","Thalheim an der Thur ist gegen das Bundesgesetz über die Stempelabgaben: Die Gemeinde hat die Vorlage mit 60,6 Prozent Nein verworfen. Thalheim an der Thur hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les citoyens de Thalheim an der Thur refusent d'abandonner le droit de timbre. Ils ont rejeté la modification de la loi par 60,6 pour cent des voix. Thalheim an der Thur a refusé le texte, contrairement à son canton.","NA NA"
40,40.3,40.3,59.7,"Trüllikon ZH","Trüllikon (ZH)","Trüllikon ZH","In Trüllikon hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 59,7 Prozent haben die Vorlage abgelehnt. Trüllikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La commune de Trüllikon a rejeté par 59,7 pour cent des voix le projet de suppression du droit de timbre. Trüllikon a refusé le texte, contrairement à son canton.","NA NA"
41,39.6,39.6,60.4,"Truttikon ZH","Truttikon (ZH)","Truttikon ZH","60,4 Prozent der Stimmbürgerinnen und Stimmbürger von Truttikon haben sich gegen das Bundesgesetz über die Stempelabgaben ausgesprochen. Truttikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Truttikon s'oppose à une suppression du droit de timbre. La commune a dit non à 60,4 pour cent au projet soutenu par le Conseil fédéral et le Parlement. Truttikon a refusé le texte, contrairement à son canton.","NA NA"
43,1.4,1.4,98.6,"Volken ZH","Volken (ZH)","Volken ZH","Mit 4'873 Nein zu 70 Ja haben die Stimmbürgerinnen und Stimmbürger von Volken das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 98,6 Prozent. Volken hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Zürich.","A Volken, c'est non à 98,6 pour cent à l'abandon du droit de timbre. Volken affiche ainsi le plus fort taux de refus du canton de Zurich.","NA NA"
51,77.5,77.5,22.5,"Bachenbülach ZH","Bachenbülach (ZH)","Bachenbülach ZH","Ja zum Bundesgesetz über die Stempelabgaben in Bachenbülach. Die Gemeinde hat das Bundesgesetz über die Stempelabgaben mit 77,5 Prozent der Stimmen angenommen. Bachenbülach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Bachenbülach disent oui à la suppression du droit de timbre avec 77,5 pour cent des voix. Bachenbülach a approuvé le projet, tout comme son canton.","NA NA"
52,53.8,53.8,46.2,"Bassersdorf ZH","Bassersdorf (ZH)","Bassersdorf ZH","53,8 Prozent der Stimmbürgerinnen und Stimmbürger von Bassersdorf haben sich für das Bundesgesetz über die Stempelabgaben ausgesprochen. Bassersdorf hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Bassersdorf sont favorables à une suppression du droit de timbre. Ils ont voté à 53,8 pour cent en faveur du projet du Conseil fédéral. Bassersdorf a approuvé le projet, tout comme son canton.","NA NA"
53,21.3,21.3,78.7,"Bülach ZH","Bülach (ZH)","Bülach ZH","Bülach hat das Bundesgesetz über die Stempelabgaben mit 78,7 Prozent Nein-Stimmen verworfen. Bülach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Bülach a refusé par 78,7 pour cent des voix de renoncer au droit de timbre d'émission. Bülach a refusé le texte, contrairement à son canton.","NA NA"
54,55.8,55.8,44.2,"Dietlikon ZH","Dietlikon (ZH)","Dietlikon ZH","Ja zum Bundesgesetz über die Stempelabgaben in Dietlikon. Die Gemeinde hat das Bundesgesetz über die Stempelabgaben mit 55,8 Prozent der Stimmen angenommen. Dietlikon hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Dietlikon disent oui à la suppression du droit de timbre avec 55,8 pour cent des voix. Dietlikon a approuvé le projet, tout comme son canton.","NA NA"
55,48.9,48.9,51.1,"Eglisau ZH","Eglisau (ZH)","Eglisau ZH","Eglisau hat das Bundesgesetz über die Stempelabgaben mit 51,1 Prozent Nein-Stimmen verworfen. Eglisau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Eglisau a refusé par 51,1 pour cent des voix de renoncer au droit de timbre d'émission. Eglisau a refusé le texte, contrairement à son canton.","NA NA"
56,49.6,49.6,50.4,"Embrach ZH","Embrach (ZH)","Embrach ZH","Embrach ist gegen das Bundesgesetz über die Stempelabgaben: Die Gemeinde hat die Vorlage mit 50,4 Prozent Nein verworfen. Embrach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les citoyens d'Embrach refusent d'abandonner le droit de timbre. Ils ont rejeté la modification de la loi par 50,4 pour cent des voix. Embrach a refusé le texte, contrairement à son canton.","NA NA"
57,49.4,49.4,50.6,"Freienstein-Teufen ZH","Freienstein-Teufen (ZH)","Freienstein-Teufen ZH","50,6 der Stimmbürgerinnen und Stimmbürger von Freienstein-Teufen haben das Bundesgesetz über die Stempelabgaben abgelehnt. Freienstein-Teufen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","50,6 pour cent des habitants de Freienstein-Teufen ont refusé de supprimer le droit de timbre d'émission sur le capital propre. Freienstein-Teufen a refusé le texte, contrairement à son canton.","NA NA"
58,41.2,41.2,58.8,"Glattfelden ZH","Glattfelden (ZH)","Glattfelden ZH","58,8 Prozent der Stimmbürgerinnen und Stimmbürger von Glattfelden haben sich gegen das Bundesgesetz über die Stempelabgaben ausgesprochen. Glattfelden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Glattfelden s'oppose à une suppression du droit de timbre. La commune a dit non à 58,8 pour cent au projet soutenu par le Conseil fédéral et le Parlement. Glattfelden a refusé le texte, contrairement à son canton.","NA NA"
59,51.4,51.4,48.6,"Hochfelden ZH","Hochfelden (ZH)","Hochfelden ZH","51,4 Prozent der Stimmbürgerinnen und Stimmbürger von Hochfelden haben sich für das Bundesgesetz über die Stempelabgaben ausgesprochen. Hochfelden hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Hochfelden sont favorables à une suppression du droit de timbre. Ils ont voté à 51,4 pour cent en faveur du projet du Conseil fédéral. Hochfelden a approuvé le projet, tout comme son canton.","NA NA"
60,52,52,48,"Höri ZH","Höri (ZH)","Höri ZH","52 Prozent der Stimmbürgerinnen und Stimmbürger von Höri haben sich für das Bundesgesetz über die Stempelabgaben ausgesprochen. Höri hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Höri sont favorables à une suppression du droit de timbre. Ils ont voté à 52 pour cent en faveur du projet du Conseil fédéral. Höri a approuvé le projet, tout comme son canton.","NA NA"
61,52.2,52.2,47.8,"Hüntwangen ZH","Hüntwangen (ZH)","Hüntwangen ZH","Das Bundesgesetz über die Stempelabgaben ist in Hüntwangen mit 52,2 Prozent der Stimmen angenommen worden. Hüntwangen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Hüntwangen, les habitants sont favorables à la suppression du droit de timbre. Ils ont dit oui à 52,2 pour cent Hüntwangen a approuvé le projet, tout comme son canton.","NA NA"
62,28.1,28.1,71.9,"Kloten ZH","Kloten (ZH)","Kloten ZH","Mit 6'468 Nein zu 2'522 Ja haben die Stimmbürgerinnen und Stimmbürger von Kloten das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 71,9 Prozent. Kloten hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Kloten, c'est non à 71,9 pour cent à l'abandon du droit de timbre. Kloten a refusé le texte, contrairement à son canton.","NA NA"
63,59.7,59.7,40.3,"Lufingen ZH","Lufingen (ZH)","Lufingen ZH","59,7 Prozent der Stimmbürgerinnen und Stimmbürger von Lufingen haben sich für das Bundesgesetz über die Stempelabgaben ausgesprochen. Lufingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Lufingen sont favorables à une suppression du droit de timbre. Ils ont voté à 59,7 pour cent en faveur du projet du Conseil fédéral. Lufingen a approuvé le projet, tout comme son canton.","NA NA"
64,35.4,35.4,64.6,"Nürensdorf ZH","Nürensdorf (ZH)","Nürensdorf ZH","Mit 4'537 Nein zu 2'489 Ja haben die Stimmbürgerinnen und Stimmbürger von Nürensdorf das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 64,6 Prozent. Nürensdorf hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Nürensdorf, c'est non à 64,6 pour cent à l'abandon du droit de timbre. Nürensdorf a refusé le texte, contrairement à son canton.","NA NA"
65,53.5,53.5,46.5,"Oberembrach ZH","Oberembrach (ZH)","Oberembrach ZH","Oberembrach hat das Bundesgesetz über die Stempelabgaben angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 53,5 Prozent zu. Oberembrach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Oberembrach, les habitants ont soutenu avec 53,5 pour cent des voix la modification de la loi fédérale sur le droit de timbre. Oberembrach a approuvé le projet, tout comme son canton.","NA NA"
66,14.1,14.1,85.9,"Opfikon ZH","Opfikon (ZH)","Opfikon ZH","In Opfikon ist das Bundesgesetz über die Stempelabgaben mit 85,9 Prozent gescheitert. Opfikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Non à l'abolition du droit de timbre à Opfikon: la commune a rejeté avec 85,9 pour cent des voix le projet soumis aux urnes ce dimanche. Opfikon a refusé le texte, contrairement à son canton.","NA NA"
67,46.9,46.9,53.1,"Rafz ZH","Rafz (ZH)","Rafz ZH","In Rafz hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 53,1 Prozent haben die Vorlage abgelehnt. Rafz hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La commune de Rafz a rejeté par 53,1 pour cent des voix le projet de suppression du droit de timbre. Rafz a refusé le texte, contrairement à son canton.","NA NA"
68,15.3,15.3,84.7,"Rorbas ZH","Rorbas (ZH)","Rorbas ZH","Mit 8'200 Nein zu 1'484 Ja haben die Stimmbürgerinnen und Stimmbürger von Rorbas das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 84,7 Prozent. Rorbas hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Rorbas, c'est non à 84,7 pour cent à l'abandon du droit de timbre. Rorbas a refusé le texte, contrairement à son canton.","NA NA"
69,70,70,30,"Wallisellen ZH","Wallisellen (ZH)","Wallisellen ZH","Mit 70 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Wallisellen das Bundesgesetz über die Stempelabgaben angenommen. Wallisellen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","La commune de Wallisellen ne veut plus du droit de timbre. Elle a accepté de l'abolir par 70 pour cent des voix. Wallisellen a approuvé le projet, tout comme son canton.","NA NA"
70,92.3,92.3,7.7,"Wasterkingen ZH","Wasterkingen (ZH)","Wasterkingen ZH","92,3 Prozent der Stimmbürgerinnen und Stimmbürger von Wasterkingen haben sich für das Bundesgesetz über die Stempelabgaben ausgesprochen. Wasterkingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Wasterkingen sont favorables à une suppression du droit de timbre. Ils ont voté à 92,3 pour cent en faveur du projet du Conseil fédéral. Wasterkingen a approuvé le projet, tout comme son canton.","NA NA"
71,73.3,73.3,26.7,"Wil ZH","Wil (ZH)","Wil ZH ZH","73,3 Prozent der Stimmbürgerinnen und Stimmbürger von Wil ZH haben sich für das Bundesgesetz über die Stempelabgaben ausgesprochen. Wil ZH hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les citoyens de Wil (ZH) sont favorables à une suppression du droit de timbre. Ils ont voté à 73,3 pour cent en faveur du projet du Conseil fédéral. Wil (ZH) a approuvé le projet, tout comme son canton.","NA NA"
